Orthogroup	c_briggsae.AF16.prot	c_briggsae.QX1410.prot	c_elegans.prot	c_nigoni.prot
OG0000010	Transcript_CBG04695.1, Transcript_CBG04696.1, Transcript_CBG04698.1, Transcript_CBG04709.1, Transcript_CBG04710.1, Transcript_CBG10502.1, Transcript_CBG10503.1, Transcript_CBG10504.1, Transcript_CBG10505.1, Transcript_CBG23602.1, Transcript_CBG23606.1, Transcript_CBG24987.1, Transcript_CBG24988.1, Transcript_CBG24989.1, Transcript_CBG31217.1	transcript_QX1410.2450.1, transcript_QX1410.3932.1, transcript_QX1410.3933.1, transcript_QX1410.3934.1, transcript_QX1410.3935.1, transcript_QX1410.3946.1, transcript_QX1410.3947.1, transcript_QX1410.3949.1, transcript_QX1410.3950.1, transcript_QX1410.671.1, transcript_QX1410.674.1, transcript_QX1410.675.1, transcript_QX1410.897.1, transcript_QX1410.898.1, transcript_QX1410.899.1, transcript_QX1410.900.1		Cnig_chr_V.g17087, Cnig_chr_V.g17090.1, Cnig_chr_V.g17090.2, Cnig_chr_V.g17091, Cnig_chr_V.g17359, Cnig_chr_V.g17360, Cnig_chr_V.g17361, Cnig_chr_V.g17362, Cnig_chr_V.g17363, Cnig_chr_V.g17364.1, Cnig_chr_V.g17364.2, Cnig_chr_V.g17364.3, Cnig_chr_V.g17365, Cnig_chr_V.g17366, Cnig_chr_V.g20658.1, Cnig_chr_V.g20658.2, Cnig_chr_V.g20659, Cnig_chr_V.g20660, Cnig_chr_V.g20661.1, Cnig_chr_V.g20661.2, Cnig_chr_V.g20676.1, Cnig_chr_V.g20676.2, Cnig_chr_V.g20677, Cnig_chr_V.g20678.1, Cnig_chr_V.g20678.2, Cnig_chr_V.g20678.3, Cnig_chr_V.g20679
OG0000011	Transcript_CBG10279.1, Transcript_CBG10283.1, Transcript_CBG10347.1, Transcript_CBG17057.1, Transcript_CBG20453.1, Transcript_CBG20948.1, Transcript_CBG20950.1, Transcript_CBG21869.1, Transcript_CBG23658.1, Transcript_CBG23830.1, Transcript_CBG24226.1, Transcript_CBG24449a.1, Transcript_CBG24449b.1, Transcript_CBG24449c.1, Transcript_CBG24449d.1, Transcript_CBG24449e.1, Transcript_CBG24449e.2, Transcript_CBG24810.1, Transcript_CBG30915.1	transcript_QX1410.10918.1, transcript_QX1410.10918.2, transcript_QX1410.10919.1, transcript_QX1410.10920.1, transcript_QX1410.11007.1, transcript_QX1410.11064.1, transcript_QX1410.11068.2, transcript_QX1410.11090.1, transcript_QX1410.11091.1, transcript_QX1410.11092.1, transcript_QX1410.11093.1, transcript_QX1410.11117.1, transcript_QX1410.11154.1, transcript_QX1410.11157.1, transcript_QX1410.11171.1, transcript_QX1410.11172.1, transcript_QX1410.11196.1, transcript_QX1410.11204.1		Cnig_chr_II.g7468, Cnig_chr_II.g7476, Cnig_chr_II.g7616.1, Cnig_chr_II.g7616.2, Cnig_chr_II.g7617, Cnig_chr_II.g7622, Cnig_chr_II.g7623.1, Cnig_chr_II.g7623.2, Cnig_chr_II.g7624.1, Cnig_chr_II.g7624.2, Cnig_chr_II.g7625, Cnig_chr_II.g7626, Cnig_chr_II.g7627, Cnig_chr_II.g7863.1, Cnig_chr_II.g7863.2, Cnig_chr_II.g7863.3, Cnig_chr_II.g7864, Cnig_chr_II.g7865, Cnig_chr_V.g21905
OG0000012	Transcript_CBG17014.1, Transcript_CBG17015.1, Transcript_CBG17016.1, Transcript_CBG18518.1, Transcript_CBG22409.1, Transcript_CBG22422.1, Transcript_CBG22426.1, Transcript_CBG23864.1, Transcript_CBG23865a.1, Transcript_CBG23865b.1, Transcript_CBG29774.1, Transcript_CBG30500.1, Transcript_CBG31036.1	transcript_QX1410.19281.1, transcript_QX1410.19282.1, transcript_QX1410.19282.2, transcript_QX1410.394.1, transcript_QX1410.770.1, transcript_QX1410.781.1, transcript_QX1410.785.1, transcript_QX1410.806.1, transcript_QX1410.826.1, transcript_QX1410.828.1, transcript_QX1410.829.1, transcript_QX1410.830.1, transcript_QX1410.831.1	Transcript_T22B2.1.1, Transcript_Y73C8C.3.1, Transcript_Y73C8C.8.1	Cnig_chr_II.g6081, Cnig_chr_V.g16794.1, Cnig_chr_V.g16794.2, Cnig_chr_V.g16794.3, Cnig_chr_V.g17201.1, Cnig_chr_V.g17201.2, Cnig_chr_V.g17220, Cnig_chr_V.g17221.1, Cnig_chr_V.g17221.2, Cnig_chr_V.g17229.1, Cnig_chr_V.g17229.2, Cnig_chr_V.g17230.1, Cnig_chr_V.g17230.2, Cnig_chr_V.g17253.1, Cnig_chr_V.g17253.2, Cnig_chr_V.g17253.3, Cnig_chr_V.g17282, Cnig_chr_V.g17283, Cnig_chr_V.g17284, Cnig_chr_V.g17285, Cnig_chr_V.g21195.1, Cnig_chr_V.g21195.2, nigoni.pc_2016.07.11_009.g27382, nigoni.pc_2016.07.11_032.g28737
OG0000013	Transcript_CBG21056.1, Transcript_CBG22955.1, Transcript_CBG23633.1, Transcript_CBG24117.1, Transcript_CBG24135.1, Transcript_CBG24135.2, Transcript_CBG24137.1, Transcript_CBG24249.1, Transcript_CBG24250.1	transcript_QX1410.11106.1, transcript_QX1410.11107.1, transcript_QX1410.11109.1, transcript_QX1410.11130.1, transcript_QX1410.11135.1, transcript_QX1410.11135.2, transcript_QX1410.14496.1	Transcript_W05G11.5.1	Cnig_chr_I.g828, Cnig_chr_II.g6100, Cnig_chr_II.g6809.1, Cnig_chr_II.g6809.2, Cnig_chr_II.g6901, Cnig_chr_II.g6902, Cnig_chr_II.g6978, Cnig_chr_II.g7656, Cnig_chr_II.g7658, Cnig_chr_II.g7659, Cnig_chr_II.g7663.1, Cnig_chr_II.g7663.2, Cnig_chr_II.g7664, Cnig_chr_II.g7665.1, Cnig_chr_II.g7665.2, Cnig_chr_II.g7665.3, Cnig_chr_II.g7667.1, Cnig_chr_II.g7667.2, Cnig_chr_II.g7667.3, Cnig_chr_II.g7668, Cnig_chr_II.g7732, Cnig_chr_II.g7734, Cnig_chr_II.g7737.1, Cnig_chr_II.g7737.2, Cnig_chr_II.g7740, Cnig_chr_II.g7750, Cnig_chr_II.g7778.1, Cnig_chr_II.g7778.2, Cnig_chr_II.g7779.1, Cnig_chr_II.g7779.2, Cnig_chr_II.g7782, Cnig_chr_III.g9071, Cnig_chr_III.g9196.1, Cnig_chr_III.g9196.2, Cnig_chr_III.g9196.3
OG0000014	Transcript_CBG01498.1, Transcript_CBG01506.1, Transcript_CBG03776.1, Transcript_CBG05844.1, Transcript_CBG05883.1, Transcript_CBG06061.1, Transcript_CBG10817.1, Transcript_CBG19303.1, Transcript_CBG23436.1, Transcript_CBG23440.1, Transcript_CBG23445.1	transcript_QX1410.20270.1, transcript_QX1410.20296.1, transcript_QX1410.20462.1, transcript_QX1410.2273.1, transcript_QX1410.2278.1, transcript_QX1410.2282.1, transcript_QX1410.331.1, transcript_QX1410.339.1, transcript_QX1410.3466.1, transcript_QX1410.6179.1	Transcript_B0035.7.1, Transcript_C50F4.13.1, Transcript_F07B7.10.1, Transcript_F07B7.3.1, Transcript_F08G2.2.1, Transcript_F17E9.13.1, Transcript_F35H10.1.1, Transcript_F45F2.4.1, Transcript_F54E12.5a.1, Transcript_F54E12.5b.1, Transcript_F54E12.5c.1, Transcript_F55G1.10.1, Transcript_H02I12.7.1, Transcript_K06C4.11.1, Transcript_K06C4.3.1, Transcript_T10C6.12.1, Transcript_T23D8.6.1, Transcript_ZK131.10.1, Transcript_ZK131.6.1	Cnig_chr_I.g1401, Cnig_chr_I.g1623, Cnig_chr_IV.g13786, Cnig_chr_IV.g13812, Cnig_chr_IV.g13988.2, Cnig_chr_V.g16709, Cnig_chr_V.g16719, Cnig_chr_V.g18901, Cnig_chr_V.g18906, Cnig_chr_V.g18911, Cnig_chr_V.g20235
OG0000015	Transcript_CBG01499.1, Transcript_CBG01505.1, Transcript_CBG03775.1, Transcript_CBG05838.1, Transcript_CBG05886.1, Transcript_CBG06055.1, Transcript_CBG06058.1, Transcript_CBG11770.1, Transcript_CBG16863.1, Transcript_CBG20198.1, Transcript_CBG23439.1	transcript_QX1410.11931.1, transcript_QX1410.14083.1, transcript_QX1410.17241.1, transcript_QX1410.20266.1, transcript_QX1410.20301.1, transcript_QX1410.20458.1, transcript_QX1410.2276.1, transcript_QX1410.2279.1, transcript_QX1410.332.1, transcript_QX1410.338.1, transcript_QX1410.5977.2	Transcript_B0035.10.1, Transcript_F07B7.5.1, Transcript_F08G2.3.1, Transcript_F17E9.10.1, Transcript_F22B3.2.1, Transcript_F45E1.6.1, Transcript_F45F2.13.1, Transcript_F54E12.1.1, Transcript_F55G1.2.1, Transcript_K03A1.1.1, Transcript_K06C4.13.1, Transcript_K06C4.5.1, Transcript_T10C6.13.1, Transcript_W05B10.1.1, Transcript_Y49E10.6a.1, Transcript_ZK131.2.1, Transcript_ZK131.3.1, Transcript_ZK131.7.1	Cnig_chr_I.g1403, Cnig_chr_III.g11282.2, Cnig_chr_III.g8771.2, Cnig_chr_IV.g13818, Cnig_chr_IV.g13985, Cnig_chr_V.g16710, Cnig_chr_V.g16718, Cnig_chr_V.g18904, Cnig_chr_V.g18907, Cnig_chr_X.g24942
OG0000016			Transcript_Y20F4.8.1	Cnig_chr_I.g3650, Cnig_chr_II.g3969.1, Cnig_chr_II.g3969.2, Cnig_chr_II.g3969.3, Cnig_chr_II.g3970, Cnig_chr_II.g5282, Cnig_chr_II.g5283, Cnig_chr_II.g6332.1, Cnig_chr_II.g6334, Cnig_chr_III.g8776.1, Cnig_chr_III.g8776.2, Cnig_chr_IV.g13186, Cnig_chr_IV.g13384.1, Cnig_chr_IV.g13384.2, Cnig_chr_IV.g13668.1, Cnig_chr_IV.g13668.2, Cnig_chr_IV.g13816, Cnig_chr_IV.g14123.1, Cnig_chr_IV.g14123.2, Cnig_chr_IV.g15292, Cnig_chr_IV.g15454, Cnig_chr_V.g17396, Cnig_chr_V.g19715.1, Cnig_chr_V.g19715.2, Cnig_chr_V.g19716, Cnig_chr_V.g19889.1, Cnig_chr_V.g19889.2, Cnig_chr_V.g20105.1, Cnig_chr_V.g20105.2, Cnig_chr_V.g22128.1, Cnig_chr_V.g22128.2, nigoni.pc_2016.07.11_015.g27940, nigoni.pc_2016.07.11_037.g28790.1, nigoni.pc_2016.07.11_037.g28790.2, nigoni.pc_2016.07.11_037.g28791, nigoni.pc_2016.07.11_037.g28804, nigoni.pc_2016.07.11_037.g28805.1, nigoni.pc_2016.07.11_037.g28805.2, nigoni.pc_2016.07.11_037.g28806, nigoni.pc_2016.07.11_063.g28988.1, nigoni.pc_2016.07.11_063.g28988.2, nigoni.pc_2016.07.11_063.g28988.3, nigoni.pc_2016.07.11_063.g28990.1, nigoni.pc_2016.07.11_063.g28990.2, nigoni.pc_2016.07.11_087.g29098, nigoni.pc_2016.07.11_087.g29099, nigoni.pc_2016.07.11_092.g29114.1, nigoni.pc_2016.07.11_092.g29114.2, nigoni.pc_2016.07.11_092.g29115
OG0000017	Transcript_CBG31122.1	transcript_QX1410.9909.1		Cnig_chr_II.g4414.1, Cnig_chr_II.g4414.2, Cnig_chr_II.g4415, Cnig_chr_II.g4421.1, Cnig_chr_II.g4421.2, Cnig_chr_II.g4421.3, Cnig_chr_II.g4421.4, Cnig_chr_II.g4422.1, Cnig_chr_II.g4422.2, Cnig_chr_II.g4422.3, Cnig_chr_II.g4477.1, Cnig_chr_II.g4477.2, Cnig_chr_II.g4477.3, Cnig_chr_II.g4491.1, Cnig_chr_II.g4491.2, Cnig_chr_II.g4491.3, Cnig_chr_II.g4492.1, Cnig_chr_II.g4492.2, Cnig_chr_II.g4492.3, Cnig_chr_II.g4493.1, Cnig_chr_II.g4493.2, Cnig_chr_II.g4493.3, Cnig_chr_II.g4495, Cnig_chr_II.g4496.1, Cnig_chr_II.g4496.2, Cnig_chr_II.g4497.1, Cnig_chr_II.g4497.2, Cnig_chr_II.g4497.3, Cnig_chr_II.g4497.4, Cnig_chr_II.g4498.1, Cnig_chr_II.g4498.2, Cnig_chr_II.g4499.1, Cnig_chr_II.g4499.2, Cnig_chr_II.g4499.3, Cnig_chr_II.g4499.4, Cnig_chr_II.g4500.1, Cnig_chr_II.g4500.2, Cnig_chr_II.g4500.3, Cnig_chr_II.g4548, Cnig_chr_II.g4549, Cnig_chr_II.g4550.1, Cnig_chr_II.g4550.2, Cnig_chr_II.g4550.3, Cnig_chr_II.g6215.1, Cnig_chr_II.g6215.2, Cnig_chr_II.g6215.3
OG0000018	Transcript_CBG08933.1, Transcript_CBG08934.1, Transcript_CBG08935.1, Transcript_CBG10169.1, Transcript_CBG10238.1, Transcript_CBG10666.1, Transcript_CBG10681.1, Transcript_CBG14002.1, Transcript_CBG14005.1, Transcript_CBG14445.1, Transcript_CBG16777.1, Transcript_CBG16804.1, Transcript_CBG22362.1, Transcript_CBG23761.1	transcript_QX1410.16069.1, transcript_QX1410.16072.1, transcript_QX1410.17174.1, transcript_QX1410.17205.1, transcript_QX1410.18533.1, transcript_QX1410.18609.1, transcript_QX1410.18633.1, transcript_QX1410.18634.1, transcript_QX1410.18635.1, transcript_QX1410.18712.1, transcript_QX1410.18800.1, transcript_QX1410.19375.1	Transcript_F10G2.2.1, Transcript_F58E6.4.1	Cnig_chr_IV.g12709, Cnig_chr_V.g22108, Cnig_chr_V.g22155, Cnig_chr_X.g23690, Cnig_chr_X.g23709, Cnig_chr_X.g24874, Cnig_chr_X.g24909, Cnig_chr_X.g26530, Cnig_chr_X.g26555, Cnig_chr_X.g26556, Cnig_chr_X.g26557, Cnig_chr_X.g26681, Cnig_chr_X.g26687, nigoni.pc_2016.07.11_009.g27377, nigoni.pc_2016.07.11_012.g27629, nigoni.pc_2016.07.11_012.g27653, nigoni.pc_2016.07.11_012.g27670
OG0000019	Transcript_CBG21217.1	transcript_QX1410.14332.1, transcript_QX1410.14332.2, transcript_QX1410.9377.1	Transcript_T05D4.2.1	Cnig_chr_I.g2771, Cnig_chr_I.g3137.1, Cnig_chr_I.g3137.2, Cnig_chr_I.g3138.1, Cnig_chr_I.g3138.2, Cnig_chr_I.g3138.3, Cnig_chr_II.g4320, Cnig_chr_II.g4845, Cnig_chr_II.g4846.1, Cnig_chr_II.g4846.2, Cnig_chr_II.g5621, Cnig_chr_II.g5641.1, Cnig_chr_II.g5641.2, Cnig_chr_II.g5641.3, Cnig_chr_II.g5745.1, Cnig_chr_II.g5745.2, Cnig_chr_II.g5745.3, Cnig_chr_III.g11313, Cnig_chr_III.g11314.1, Cnig_chr_III.g11314.2, Cnig_chr_III.g11328.1, Cnig_chr_III.g11328.2, Cnig_chr_III.g11357, Cnig_chr_III.g11358.1, Cnig_chr_III.g11358.2, Cnig_chr_III.g11358.3, Cnig_chr_III.g11359.1, Cnig_chr_III.g11359.2, Cnig_chr_III.g11581.1, Cnig_chr_III.g11581.2, Cnig_chr_III.g11590, Cnig_chr_III.g11591.1, Cnig_chr_III.g11591.2, Cnig_chr_III.g11644.1, Cnig_chr_III.g11644.2, Cnig_chr_III.g11647.1, Cnig_chr_III.g11647.2, Cnig_chr_IV.g15116.1, Cnig_chr_IV.g15116.2, Cnig_chr_IV.g15116.3
OG0000020				Cnig_chr_IV.g13815, Cnig_chr_IV.g15494, Cnig_chr_IV.g15495, Cnig_chr_IV.g15496, Cnig_chr_IV.g15497, Cnig_chr_IV.g15505.1, Cnig_chr_IV.g15505.2, Cnig_chr_IV.g15506.1, Cnig_chr_IV.g15506.2, Cnig_chr_IV.g15507.1, Cnig_chr_IV.g15507.2, Cnig_chr_IV.g15509.1, Cnig_chr_IV.g15509.2, Cnig_chr_IV.g15509.3, Cnig_chr_IV.g15527, Cnig_chr_IV.g15535, Cnig_chr_IV.g15537, Cnig_chr_IV.g15544.1, Cnig_chr_IV.g15544.2, Cnig_chr_IV.g15554, Cnig_chr_IV.g15557, Cnig_chr_IV.g15558, Cnig_chr_IV.g15561.1, Cnig_chr_IV.g15561.2, Cnig_chr_IV.g15562, Cnig_chr_IV.g15563.1, Cnig_chr_IV.g15563.2, Cnig_chr_IV.g15563.3, Cnig_chr_IV.g15563.4, Cnig_chr_IV.g15565, Cnig_chr_IV.g15567, Cnig_chr_IV.g15568, Cnig_chr_IV.g15571, Cnig_chr_IV.g15572, Cnig_chr_IV.g15573.1, Cnig_chr_IV.g15573.2, Cnig_chr_IV.g15574, Cnig_chr_IV.g15577.1, Cnig_chr_IV.g15577.2, Cnig_chr_IV.g15578, Cnig_chr_IV.g15579, Cnig_chr_IV.g15580, Cnig_chr_IV.g15581.1, Cnig_chr_IV.g15581.2, Cnig_chr_IV.g15581.3
OG0000021	Transcript_CBG01507.1, Transcript_CBG05840.1, Transcript_CBG05843.1, Transcript_CBG05884.1, Transcript_CBG06060.1, Transcript_CBG10818.1, Transcript_CBG19304.1, Transcript_CBG23437.1, Transcript_CBG23441.1, Transcript_CBG23444.1, Transcript_CBG26907.1	transcript_QX1410.20269.1, transcript_QX1410.20297.1, transcript_QX1410.20461.1, transcript_QX1410.2274.1, transcript_QX1410.2277.1, transcript_QX1410.2281.1, transcript_QX1410.330.1, transcript_QX1410.3467.2, transcript_QX1410.6178.1	Transcript_B0035.8.1, Transcript_C50F4.5.1, Transcript_F07B7.11.1, Transcript_F07B7.4.1, Transcript_F08G2.1.1, Transcript_F17E9.9.1, Transcript_F35H10.11.1, Transcript_F45F2.12.1, Transcript_F54E12.4.1, Transcript_F55G1.3.1, Transcript_H02I12.6.1, Transcript_K06C4.12.1, Transcript_K06C4.4.1, Transcript_T10C6.11.1, Transcript_ZK131.5.1, Transcript_ZK131.9.1	Cnig_chr_I.g1400, Cnig_chr_I.g1622, Cnig_chr_IV.g13785, Cnig_chr_V.g16708, Cnig_chr_V.g18902, Cnig_chr_V.g18905, Cnig_chr_V.g18910, Cnig_chr_V.g20236
OG0000022	Transcript_CBG12298a.1, Transcript_CBG12298b.1, Transcript_CBG12298c.1, Transcript_CBG12298d.1, Transcript_CBG12298d.2, Transcript_CBG12298e.1, Transcript_CBG12298f.1, Transcript_CBG12298f.2, Transcript_CBG12298g.1	transcript_QX1410.14285.1, transcript_QX1410.14285.10, transcript_QX1410.14285.11, transcript_QX1410.14285.2, transcript_QX1410.14285.3, transcript_QX1410.14285.4, transcript_QX1410.14285.5, transcript_QX1410.14285.6, transcript_QX1410.14285.7, transcript_QX1410.14285.8, transcript_QX1410.14285.9	Transcript_R10E4.2a.1, Transcript_R10E4.2a.2, Transcript_R10E4.2a.3, Transcript_R10E4.2a.4, Transcript_R10E4.2b.1, Transcript_R10E4.2b.2, Transcript_R10E4.2c.1, Transcript_R10E4.2d.1, Transcript_R10E4.2e.1, Transcript_R10E4.2f.1, Transcript_R10E4.2f.2, Transcript_R10E4.2g.1, Transcript_R10E4.2g.2, Transcript_R10E4.2i.1, Transcript_R10E4.2j.1, Transcript_R10E4.2k.1, Transcript_R10E4.2l.1, Transcript_R10E4.2m.1, Transcript_R10E4.2n.1, Transcript_R10E4.2o.1, Transcript_R10E4.2q.1, Transcript_R10E4.2r.1	Cni-sup-26.1, Cni-sup-26.2
OG0000023			Transcript_B0391.9.1, Transcript_C02H6.2.1, Transcript_C08F11.5a.1, Transcript_C08F11.5b.1, Transcript_C17C3.5.1, Transcript_C17C3.6.1, Transcript_C33E10.2.1, Transcript_C38D9.9.1, Transcript_F14D2.13a.1, Transcript_F14D2.13b.1, Transcript_F14H3.7.1, Transcript_F28F8.4.1, Transcript_F28F8.8a.1, Transcript_F28F8.8b.1, Transcript_F31E9.3.1, Transcript_F59A1.7.1, Transcript_F59A1.7.2, Transcript_M162.8.1, Transcript_T06E6.15.1, Transcript_Y102A5C.13.1, Transcript_Y102A5C.14.1, Transcript_Y102A5C.19.1, Transcript_Y102A5C.9.1, Transcript_Y113G7B.1a.1, Transcript_Y113G7B.1b.1, Transcript_Y113G7B.3.1, Transcript_Y113G7B.4.1, Transcript_Y113G7B.5a.1, Transcript_Y113G7B.5b.1, Transcript_Y113G7B.6.1, Transcript_Y113G7B.7.1, Transcript_Y37H2A.4.1, Transcript_Y37H2A.5a.1, Transcript_Y37H2A.5b.1, Transcript_Y37H2A.6.1, Transcript_Y47H9C.10.1, Transcript_Y57G11C.499.1, Transcript_Y59A8B.11a.1, Transcript_Y59A8B.11a.2, Transcript_Y59A8B.11a.3, Transcript_Y59A8B.11a.4, Transcript_Y59A8B.11b.1, Transcript_Y59A8B.11c.1, Transcript_Y9C9A.12.1	
OG0000024	Transcript_CBG01500.1, Transcript_CBG01504.1, Transcript_CBG03774.1, Transcript_CBG05839.1, Transcript_CBG05842.1, Transcript_CBG05885.1, Transcript_CBG06056.1, Transcript_CBG06059.1, Transcript_CBG19306.1, Transcript_CBG23438.1, Transcript_CBG23443.1	transcript_QX1410.20267.1, transcript_QX1410.20300.1, transcript_QX1410.20459.1, transcript_QX1410.2275.1, transcript_QX1410.2280.1, transcript_QX1410.333.1, transcript_QX1410.337.1, transcript_QX1410.3469.1, transcript_QX1410.5978.1	Transcript_B0035.9.1, Transcript_C50F4.7.1, Transcript_F07B7.9.1, Transcript_F17E9.12.1, Transcript_F22B3.1.1, Transcript_F45F2.3.1, Transcript_F54E12.3.1, Transcript_F55G1.11.1, Transcript_K03A1.6.1, Transcript_K06C4.10.1, Transcript_K06C4.2.1, Transcript_T10C6.14.1, Transcript_T23D8.5.1, Transcript_ZK131.1.1, Transcript_ZK131.4.1, Transcript_ZK131.8.1	Cnig_chr_I.g1404, Cnig_chr_IV.g13782, Cnig_chr_IV.g13817, Cnig_chr_IV.g13986, Cnig_chr_V.g16717, Cnig_chr_V.g18908, Cnig_chr_V.g20238
OG0000025		transcript_QX1410.10917.1, transcript_QX1410.11081.1, transcript_QX1410.11529.1, transcript_QX1410.14197.1, transcript_QX1410.14197.2, transcript_QX1410.14287.1, transcript_QX1410.14287.2, transcript_QX1410.1491.1, transcript_QX1410.1556.1, transcript_QX1410.16427.1, transcript_QX1410.1787.1, transcript_QX1410.17977.2, transcript_QX1410.18365.1, transcript_QX1410.18619.1, transcript_QX1410.19819.1, transcript_QX1410.19819.2, transcript_QX1410.19918.1, transcript_QX1410.20172.1, transcript_QX1410.21089.1, transcript_QX1410.2178.1, transcript_QX1410.2973.1, transcript_QX1410.3029.1, transcript_QX1410.4328.1, transcript_QX1410.4449.1, transcript_QX1410.4449.2, transcript_QX1410.4450.1, transcript_QX1410.4459.1, transcript_QX1410.4521.1, transcript_QX1410.5160.1, transcript_QX1410.556.1, transcript_QX1410.6136.1, transcript_QX1410.7353.1, transcript_QX1410.7677.1, transcript_QX1410.7687.1, transcript_QX1410.814.2, transcript_QX1410.8216.1, transcript_QX1410.8322.1, transcript_QX1410.901.1, transcript_QX1410.960.1		Cnig_chr_V.g17665.1, Cnig_chr_V.g17665.2, Cnig_chr_V.g17665.3
OG0000026				Cnig_chr_I.g3042, Cnig_chr_I.g404.1, Cnig_chr_I.g404.2, Cnig_chr_I.g422.1, Cnig_chr_I.g422.2, Cnig_chr_I.g423, Cnig_chr_I.g448.1, Cnig_chr_I.g448.2, Cnig_chr_II.g4727.1, Cnig_chr_II.g4727.2, Cnig_chr_II.g4727.3, Cnig_chr_IV.g14821.2, Cnig_chr_IV.g15177, Cnig_chr_IV.g15178.1, Cnig_chr_IV.g15178.2, Cnig_chr_IV.g15178.3, Cnig_chr_IV.g15179, Cnig_chr_IV.g15180, Cnig_chr_IV.g15182.1, Cnig_chr_IV.g15182.2, Cnig_chr_IV.g15433.1, Cnig_chr_IV.g15433.2, Cnig_chr_IV.g15433.3, Cnig_chr_IV.g15759.1, Cnig_chr_IV.g15759.2, Cnig_chr_IV.g15784.4, Cnig_chr_IV.g15784.5, Cnig_chr_IV.g15784.6, Cnig_chr_IV.g15786.1, Cnig_chr_IV.g15786.2, Cnig_chr_IV.g15924.1, Cnig_chr_IV.g15924.3, Cnig_chr_IV.g15975.1, Cnig_chr_IV.g15975.2, Cnig_chr_IV.g15976, Cnig_chr_IV.g15980, Cnig_chr_IV.g16060, Cnig_chr_V.g20091.1, Cnig_chr_V.g20091.2, nigoni.pc_2016.07.11_009.g27384, nigoni.pc_2016.07.11_012.g27637.1, nigoni.pc_2016.07.11_012.g27637.2
OG0000027	Transcript_CBG19793a.1, Transcript_CBG19793b.1, Transcript_CBG19793c.1, Transcript_CBG19793d.1, Transcript_CBG19793e.1, Transcript_CBG19793f.1, Transcript_CBG19793h.1, Transcript_CBG19793i.1, Transcript_CBG19793j.1, Transcript_CBG19793k.1	transcript_QX1410.8000.10, transcript_QX1410.8000.11, transcript_QX1410.8000.2, transcript_QX1410.8000.3, transcript_QX1410.8000.4, transcript_QX1410.8000.5, transcript_QX1410.8000.6, transcript_QX1410.8000.8, transcript_QX1410.8000.9	Transcript_Y105E8B.1a.1, Transcript_Y105E8B.1b.1, Transcript_Y105E8B.1d.1, Transcript_Y105E8B.1e.1, Transcript_Y105E8B.1e.2, Transcript_Y105E8B.1f.1, Transcript_Y105E8B.1g.1, Transcript_Y105E8B.1i.1, Transcript_Y105E8B.1k.1, Transcript_Y105E8B.1m.1, Transcript_Y105E8B.1n.1, Transcript_Y105E8B.1o.1, Transcript_Y105E8B.1p.1, Transcript_Y105E8B.1q.1, Transcript_Y105E8B.1r.1, Transcript_Y105E8B.1s.1, Transcript_Y105E8B.1t.1	Cnig_chr_I.g3904, Cnig_chr_I.g3905, Cnig_chr_I.g3906.1, Cnig_chr_I.g3906.2, Cnig_chr_I.g3906.3
OG0000028				Cnig_chr_III.g10327.1, Cnig_chr_III.g10327.2, Cnig_chr_III.g10913.1, Cnig_chr_III.g10913.2, Cnig_chr_III.g10913.3, Cnig_chr_III.g10915.1, Cnig_chr_III.g10915.2, Cnig_chr_III.g9053.1, Cnig_chr_III.g9053.2, Cnig_chr_III.g9053.3, Cnig_chr_III.g9056, Cnig_chr_III.g9059.1, Cnig_chr_III.g9059.2, Cnig_chr_III.g9060.1, Cnig_chr_III.g9060.2, Cnig_chr_III.g9061.1, Cnig_chr_III.g9061.2, Cnig_chr_III.g9061.3, Cnig_chr_III.g9062, Cnig_chr_III.g9204.1, Cnig_chr_III.g9204.2, Cnig_chr_III.g9207.1, Cnig_chr_III.g9207.2, Cnig_chr_III.g9207.3, Cnig_chr_III.g9207.4, Cnig_chr_III.g9208, Cnig_chr_III.g9211.1, Cnig_chr_III.g9211.4, Cnig_chr_III.g9211.5, Cnig_chr_III.g9213.2, Cnig_chr_III.g9213.3, Cnig_chr_III.g9222, Cnig_chr_III.g9223.1, Cnig_chr_III.g9223.2, Cnig_chr_III.g9227, Cnig_chr_III.g9230.1, Cnig_chr_III.g9230.2, Cnig_chr_III.g9231, Cnig_chr_III.g9232, Cnig_chr_III.g9282.1, Cnig_chr_III.g9282.2
